datetime,Ten_Meter_Elevation_Wind_Speed_meterPerSecond,Air_Temperature_celsius,Relative_Humidity_percent,Shortwave_Radiation_Downwelling_wattPerMeterSquared,Cloud_Cover_decimalFraction,Surface_Level_Barometric_Pressure_pascal
2010-07-21 21:00:00,3.66281421860296,20.18,80.75,0.683,0.27,101120
2010-07-21 21:10:00,3.85423987317863,20.02,81.208,0,0.27,101119.2
2010-07-21 21:20:00,3.95381701650443,19.91,82.042,0,0.27,101115.8
2010-07-21 21:30:00,4.20556643033968,19.81,82.875,0,0.28,101112.5
2010-07-21 21:40:00,4.06522225714659,19.66,83.708,0,0.28,101109.2
2010-07-21 21:50:00,3.86773900360404,19.52,84.542,0,0.28,101105.8
2010-07-21 22:00:00,3.53547804405571,19.43,85.375,0,0.28,101102.5
2010-07-21 22:10:00,3.47200014400921,19.36,86.167,0,0.28,101099.2
2010-07-21 22:20:00,3.76839621059145,19.32,86.833,0,0.28,101095.8
2010-07-21 22:30:00,3.79888259887036,19.24,87.5,0,0.29,101092.5
2010-07-21 22:40:00,3.90479525711656,19.16,88.167,0,0.29,101089.2
2010-07-21 22:50:00,3.9739214889074,19.13,88.833,0,0.29,101085.8
2010-07-21 23:00:00,3.78544000084534,19.11,89.5,0,0.29,101082.5
2010-07-21 23:10:00,3.83707766405633,19.07,90.083,0,0.29,101079.6
2010-07-21 23:20:00,3.12667395166173,19.02,90.417,0,0.3,101077.9
2010-07-21 23:30:00,2.59734191049234,18.93,90.75,0,0.3,101076.3
2010-07-21 23:40:00,2.81467031817227,18.91,91.083,0,0.3,101074.6
2010-07-21 23:50:00,2.57862948094526,18.91,91.417,0,0.3,101072.9
2010-07-22 00:00:00,3.18509732975305,19.76,91.75,0,0.3,101071.2
2010-07-22 00:10:00,3.50185393755936,19.33,91.958,0,0.3,101069.2
2010-07-22 00:20:00,3.58421985932783,18.95,91.792,0,0.31,101065.8
2010-07-22 00:30:00,3.82776514431071,18.96,91.625,0,0.31,101062.5
2010-07-22 00:40:00,3.98800012537613,19.04,91.458,0,0.31,101059.2
2010-07-22 00:50:00,3.61703538827034,19.11,91.292,0,0.31,101055.8
2010-07-22 01:00:00,3.64624574048431,19.13,91.125,0,0.31,101052.5
2010-07-22 01:10:00,4.10575608140571,19.27,90.708,0,0.32,101047.1
2010-07-22 01:20:00,3.7602005265677,19.45,89.542,0.089,0.32,101035.4
2010-07-22 01:30:00,3.4400768886756,19.52,88.375,0,0.32,101023.7
2010-07-22 01:40:00,3.45722735729081,19.55,87.208,0,0.32,101012.1
2010-07-22 01:50:00,3.04577559908802,19.51,86.042,0,0.32,101000.4
2010-07-22 02:00:00,3.43482648761186,19.52,84.875,0.03,0.32,100988.8
2010-07-22 02:10:00,3.14756826772669,19.62,84.167,0.178,0.33,100980.8
2010-07-22 02:20:00,2.91526070875316,19.66,84.833,0.683,0.33,100984.2
2010-07-22 02:30:00,2.66740491864284,19.69,85.5,1.01,0.33,100987.5
2010-07-22 02:40:00,2.51539758288824,19.66,86.167,0.772,0.33,100990.8
2010-07-22 02:50:00,2.36803927332297,19.67,86.833,0.683,0.33,100994.2
2010-07-22 03:00:00,2.22554824706183,19.38,87.5,0.446,0.34,100997.5
2010-07-22 03:10:00,2.02766688585675,19.11,88.25,1.485,0.34,100995.8
2010-07-22 03:20:00,2.30892290906388,19.04,89.25,1.188,0.34,100979.2
2010-07-22 03:30:00,1.95587576292565,18.91,90.25,0.416,0.34,100962.5
2010-07-22 03:40:00,2.11955584970059,18.77,91.25,0.92,0.34,100945.8
2010-07-22 03:50:00,2.97485814787865,18.69,92.25,2.406,0.34,100929.2
2010-07-22 04:00:00,3.41053793410952,18.7,93.25,3.89,0.35,100912.5
2010-07-22 04:10:00,3.31299154843474,18.81,93.958,7.75,0.35,100899.2
2010-07-22 04:20:00,3.48737838497631,18.98,93.792,13.42,0.35,100895.8
2010-07-22 04:30:00,3.81801466733694,19.16,93.625,24.825,0.35,100892.5
2010-07-22 04:40:00,3.73577568919763,19.27,93.458,11.995,0.35,100889.2
2010-07-22 04:50:00,3.28848293290386,19.35,93.292,18.2,0.36,100885.8
2010-07-22 05:00:00,3.81778901983858,19.48,93.125,26.455,0.36,100882.5
2010-07-22 05:10:00,3.55353148290542,19.58,92.917,27.88,0.36,100877.5
2010-07-22 05:20:00,3.60447832563882,19.65,92.583,40.265,0.36,100867.5
2010-07-22 05:30:00,3.24835035056257,19.71,92.25,72.785,0.36,100857.5
2010-07-22 05:40:00,3.10481722489425,19.8,91.917,114.5,0.36,100847.5
2010-07-22 05:50:00,3.24078663290257,20,91.583,134.4,0.37,100837.5
2010-07-22 06:00:00,3.51646768789363,20.09,91.25,122.3,0.37,100827.5
2010-07-22 06:10:00,2.91057124977211,20.15,90.792,132.95,0.37,100817.1
2010-07-22 06:20:00,3.13216937600763,20.23,89.958,124.15,0.37,100805.4
2010-07-22 06:30:00,3.24988892117869,20.48,89.125,260.3,0.37,100793.8
2010-07-22 06:40:00,3.5646074117636,20.86,88.292,215.25,0.38,100782.1
2010-07-22 06:50:00,3.23806392771977,21.14,87.458,287.6,0.38,100770.4
2010-07-22 07:00:00,3.41259270936337,21.44,86.625,275.05,0.38,100758.7
2010-07-22 07:10:00,3.73463960778011,21.83,85.792,320.75,0.39,100747.5
2010-07-22 07:20:00,3.47983519724713,22.17,84.958,341.3,0.41,100737.5
2010-07-22 07:30:00,3.2849677319572,22.55,84.125,317.95,0.43,100727.5
2010-07-22 07:40:00,3.70229509898927,22.59,83.292,284.75,0.45,100717.5
2010-07-22 07:50:00,3.46853643486702,22.67,82.458,374.05,0.47,100707.5
2010-07-22 08:00:00,3.55327243537559,23.02,81.625,426.35,0.49,100697.5
2010-07-22 08:10:00,3.90120904336079,23.33,80.917,556.25,0.51,100689.2
2010-07-22 08:20:00,3.82441341907488,23.8,80.583,607.7,0.53,100685.8
2010-07-22 08:30:00,4.03085412784933,24.18,80.25,541.45,0.55,100682.5
2010-07-22 08:40:00,3.69691290132727,24.23,79.917,519.8,0.57,100679.2
2010-07-22 08:50:00,3.9189806072498,24.57,79.583,494.8,0.59,100675.8
2010-07-22 09:00:00,4.3878442315105,24.3,79.25,285.35,0.61,100672.5
2010-07-22 09:10:00,4.33180978345079,24.16,78.75,474.2,0.63,100669.6
2010-07-22 09:20:00,3.76782828695789,24.56,77.75,420.55,0.65,100667.9
2010-07-22 09:30:00,4.45277127191595,24.8,76.75,458.5,0.67,100666.3
2010-07-22 09:40:00,4.46672419117187,25.11,75.75,425.6,0.69,100664.6
2010-07-22 09:50:00,4.344096223612,25.22,74.75,331.45,0.71,100662.9
2010-07-22 10:00:00,4.36410815631327,25.03,73.75,524.85,0.73,100661.2
2010-07-22 10:10:00,5.25925336906295,25.14,72.667,534.05,0.74,100658.8
2010-07-22 10:20:00,5.67781163829869,25.2,71.333,578.7,0.72,100653.7
2010-07-22 10:30:00,4.79776958596388,25.17,70,584.8,0.7,100648.7
2010-07-22 10:40:00,4.78238810637531,25.52,68.667,476.35,0.68,100643.8
2010-07-22 10:50:00,4.45883852589438,25.98,67.333,555.85,0.66,100638.8
2010-07-22 11:00:00,4.36125452135048,26.48,66,728,0.64,100633.8
2010-07-22 11:10:00,4.96644993934299,26.62,64.75,700.4,0.62,100629.6
2010-07-22 11:20:00,4.81448585001556,26.77,63.75,695.75,0.6,100627.9
2010-07-22 11:30:00,4.31101670142903,27.12,62.75,762,0.58,100626.3
2010-07-22 11:40:00,4.4889336150137,27.25,61.75,524.45,0.56,100624.6
2010-07-22 11:50:00,6.0857500770242,27.16,60.75,605.15,0.54,100622.9
2010-07-22 12:00:00,5.90950294018033,26.93,59.75,492.05,0.52,100621.2
2010-07-22 12:10:00,5.229761944869,27.19,59.25,342.4,0.5,100620.8
2010-07-22 12:20:00,5.46979853376704,26.95,60.25,271.4,0.48,100624.2
2010-07-22 12:30:00,5.9815269789578,26.7,61.25,208.15,0.46,100627.5
2010-07-22 12:40:00,6.59414300724514,26.69,62.25,574.15,0.44,100630.8
2010-07-22 12:50:00,7.67134935979323,27.09,63.25,392.7,0.42,100634.2
2010-07-22 13:00:00,8.55024233574698,25.71,64.25,329.3,0.4,100637.5
2010-07-22 13:10:00,8.05497591554438,24.8,65.167,319.65,0.39,100640.4
2010-07-22 13:20:00,8.09483569938266,24.59,65.833,170.75,0.41,100642.1
2010-07-22 13:30:00,7.9749332285606,24.59,66.5,91.1,0.43,100643.8
2010-07-22 13:40:00,7.89966056232798,24.41,67.167,204.25,0.45,100645.4
2010-07-22 13:50:00,7.11022453935176,24.15,67.833,227.05,0.47,100647.1
2010-07-22 14:00:00,6.23082891756787,23.87,68.5,283.7,0.49,100648.7
2010-07-22 14:10:00,5.37772637831268,23.74,69,208.7,0.51,100649.6
2010-07-22 14:20:00,4.82335173919547,23.73,69,251.75,0.53,100647.9
2010-07-22 14:30:00,4.53149655191307,23.74,69,267.2,0.55,100646.2
2010-07-22 14:40:00,4.38141906235868,23.75,69,335.15,0.57,100644.6
2010-07-22 14:50:00,4.37268350100942,23.77,69,253.35,0.59,100642.9
2010-07-22 15:00:00,4.48116335341616,24.05,69,335.8,0.61,100641.3
2010-07-22 15:10:00,4.55575350518441,24.3,69.083,423.2,0.63,100640.8
2010-07-22 15:20:00,3.7057599760373,24.19,69.417,427.35,0.65,100644.2
2010-07-22 15:30:00,5.30379034276431,24.21,69.75,238.35,0.67,100647.5
2010-07-22 15:40:00,5.47697224751048,24.28,70.083,274.35,0.69,100650.8
2010-07-22 15:50:00,6.2244325042529,23.95,70.417,133.4,0.71,100654.2
2010-07-22 16:00:00,6.20635867477864,23.54,70.75,276.85,0.73,100657.5
2010-07-22 16:10:00,5.91256331889985,23.85,70.833,391.15,0.75,100659.6
2010-07-22 16:20:00,5.90195171108677,24.14,70.167,319.85,0.75,100657.9
2010-07-22 16:30:00,6.31780167463335,24.27,69.5,331.1,0.75,100656.2
2010-07-22 16:40:00,5.90899060754034,24.01,68.833,363.05,0.75,100654.6
2010-07-22 16:50:00,5.95546085538307,24.12,68.167,360.8,0.75,100652.9
2010-07-22 17:00:00,6.44929337214551,24.49,67.5,333.2,0.75,100651.3
2010-07-22 17:10:00,6.62969863568473,24.66,66.792,305.7,0.75,100650
2010-07-22 17:20:00,6.20455784081348,24.79,65.958,304,0.75,100650
2010-07-22 17:30:00,8.11509316027857,24.84,65.125,286.55,0.75,100650
2010-07-22 17:40:00,7.44942313202841,24.82,64.292,241.75,0.75,100650
2010-07-22 17:50:00,7.94001624683476,24.79,63.458,242.15,0.75,100650
2010-07-22 18:00:00,8.08091560406369,24.77,62.625,227.05,0.75,100650
2010-07-22 18:10:00,6.25914187409105,24.8,62.208,186.45,0.75,100652.1
2010-07-22 18:20:00,5.87878899094023,24.71,63.042,136.85,0.75,100660.4
2010-07-22 18:30:00,6.72486862325206,24.73,63.875,175.25,0.75,100668.8
2010-07-22 18:40:00,6.80030389026843,24.74,64.708,144.65,0.75,100677.1
2010-07-22 18:50:00,4.88675863942552,24.46,65.542,74.2,0.75,100685.4
2010-07-22 19:00:00,5.15286260247641,24.21,66.375,68.685,0.75,100693.8
2010-07-22 19:10:00,4.83645427973841,24,67.208,51.45,0.75,100701.7
2010-07-22 19:20:00,4.90789160434499,23.96,68.042,71.54,0.75,100708.3
2010-07-22 19:30:00,4.84674911667604,24.09,68.875,58.84,0.74,100715
2010-07-22 19:40:00,4.61615640982842,23.98,69.708,40.85,0.74,100721.7
2010-07-22 19:50:00,4.29141002468886,23.77,70.542,26.57,0.74,100728.3
2010-07-22 20:00:00,3.98027662355269,23.6,71.375,23.78,0.73,100735
2010-07-22 20:10:00,5.79841780143515,23.51,71.542,12.47,0.73,100743.8
2010-07-22 20:20:00,6.87998234009362,23.45,69.708,8.43,0.72,100758.7
2010-07-22 20:30:00,7.64562410794567,23.38,67.875,7.661,0.72,100773.7
2010-07-22 20:40:00,7.91536480523797,23.2,66.042,4.245,0.72,100788.8
2010-07-22 20:50:00,6.97127800335061,22.98,64.208,1.454,0.71,100803.8
2010-07-22 21:00:00,6.73427353171818,22.7,62.375,0.178,0.71,100818.8
2010-07-22 21:10:00,7.62014238712112,22.51,60.542,0.119,0.71,100834.2
2010-07-22 21:20:00,7.84058416191039,22.39,58.708,0,0.7,100850.8
2010-07-22 21:30:00,9.08968057744605,22.37,56.875,0,0.7,100867.5
2010-07-22 21:40:00,8.30577558088346,22.29,55.042,0,0.7,100884.2
2010-07-22 21:50:00,8.21974239255708,22.14,53.208,0,0.69,100900.8
2010-07-22 22:00:00,8.08085502901766,22.05,51.375,0,0.69,100917.5
2010-07-22 22:10:00,8.16962961216725,21.89,50.292,0,0.69,100933.7
2010-07-22 22:20:00,7.48980540468175,21.7,51.458,0,0.68,100948.7
2010-07-22 22:30:00,6.97917194228656,21.5,52.625,0,0.68,100963.8
2010-07-22 22:40:00,6.47102287123141,21.31,53.792,0,0.68,100978.8
2010-07-22 22:50:00,6.13153504434249,21.13,54.958,0,0.67,100993.8
2010-07-22 23:00:00,6.32633890966964,20.91,56.125,0,0.67,101008.7
2010-07-22 23:10:00,7.30468247085388,20.8,57.125,0,0.67,101023.3
2010-07-22 23:20:00,6.98805359166628,20.69,57.625,0,0.66,101036.7
2010-07-22 23:30:00,7.06292184580858,20.56,58.125,0,0.66,101050
2010-07-22 23:40:00,6.57736132502997,20.42,58.625,0,0.66,101063.3
2010-07-22 23:50:00,6.56855935498797,20.3,59.125,0,0.65,101076.7
2010-07-23 00:00:00,6.83216861618623,20.26,59.625,0,0.65,101090
2010-07-23 00:10:00,6.88170167909072,20.2,60.25,0.148,0.64,101102.1
2010-07-23 00:20:00,6.20134122589622,20.06,61.25,0.03,0.64,101110.4
2010-07-23 00:30:00,6.35392012855056,19.95,62.25,0.267,0.64,101118.8
2010-07-23 00:40:00,7.02632457263398,20.02,63.25,0.267,0.63,101127.1
2010-07-23 00:50:00,7.6951918104749,20,64.25,0.446,0.63,101135.4
2010-07-23 01:00:00,7.51979321524203,19.91,65.25,0.475,0.63,101143.8
2010-07-23 01:10:00,7.26954365830483,19.84,66.042,0.416,0.62,101155.4
2010-07-23 01:20:00,7.60578161663875,19.66,66.208,0.119,0.62,101177.1
2010-07-23 01:30:00,6.66010885796921,19.54,66.375,0.119,0.62,101198.7
2010-07-23 01:40:00,6.54574495378486,19.38,66.542,0,0.61,101220.4
2010-07-23 01:50:00,6.10851946055671,19.21,66.708,0,0.61,101242.1
2010-07-23 02:00:00,6.02130949212877,18.98,66.875,0,0.61,101263.8
2010-07-23 02:10:00,7.37051979171076,18.52,67.25,0,0.6,101286.7
2010-07-23 02:20:00,8.8192418041462,17.97,68.25,0,0.6,101313.3
2010-07-23 02:30:00,9.27534581565561,17.55,69.25,0,0.6,101340
2010-07-23 02:40:00,7.96526641111269,17.17,70.25,0,0.59,101366.7
2010-07-23 02:50:00,8.21948331709482,16.96,71.25,0,0.59,101393.3
2010-07-23 03:00:00,9.14503417161467,16.63,72.25,0.683,0.59,101420
2010-07-23 03:10:00,7.22947439306621,16.37,72.75,2.316,0.58,101445.4
2010-07-23 03:20:00,6.57259096551733,16.22,71.75,3.504,0.58,101467.1
2010-07-23 03:30:00,7.22008767259789,15.98,70.75,5.107,0.58,101488.8
2010-07-23 03:40:00,6.68788793267351,15.81,69.75,6.919,0.57,101510.4
2010-07-23 03:50:00,6.91998677744402,15.6,68.75,8.82,0.57,101532.1
2010-07-23 04:00:00,6.53661846829077,15.46,67.75,12.03,0.57,101553.8
2010-07-23 04:10:00,6.8105173078115,15.29,67.083,20.73,0.56,101572.9
2010-07-23 04:20:00,7.30336888018126,15.11,67.417,39.11,0.56,101584.6
2010-07-23 04:30:00,6.63470165116714,14.99,67.75,44.395,0.55,101596.2
2010-07-23 04:40:00,5.9394735456941,14.93,68.083,46.95,0.55,101607.9
2010-07-23 04:50:00,6.35107337384792,14.85,68.417,100.8,0.55,101619.6
2010-07-23 05:00:00,6.80161194129745,14.74,68.75,133.9,0.54,101631.2
2010-07-23 05:10:00,6.43399860118107,14.75,68.917,180.85,0.54,101642.1
2010-07-23 05:20:00,5.95481066029811,14.77,68.583,142.05,0.54,101650.4
2010-07-23 05:30:00,7.03619961342769,14.68,68.25,178.4,0.53,101658.8
2010-07-23 05:40:00,6.83273949452194,14.56,67.917,202.35,0.53,101667.1
2010-07-23 05:50:00,7.2995814263559,14.5,67.583,235.3,0.53,101675.4
2010-07-23 06:00:00,7.49835882043531,14.52,67.25,291.45,0.52,101683.8
2010-07-23 06:10:00,6.90616427548607,14.51,66.875,303.15,0.52,101695
2010-07-23 06:20:00,7.95471665114478,14.53,66.375,316.75,0.52,101715
2010-07-23 06:30:00,5.83373979536284,14.56,65.875,331.6,0.51,101735
2010-07-23 06:40:00,7.17349803094697,14.5,65.375,340.3,0.51,101755
2010-07-23 06:50:00,7.8097367433224,14.63,64.875,448.9,0.51,101775
2010-07-23 07:00:00,7.52498372091262,14.73,64.375,415.2,0.5,101795
2010-07-23 07:10:00,7.31937736422983,14.8,63.958,199.75,0.51,101813.8
2010-07-23 07:20:00,7.56472292949319,14.66,63.792,191.95,0.53,101828.8
2010-07-23 07:30:00,7.86056397467764,14.55,63.625,213.65,0.55,101843.8
2010-07-23 07:40:00,8.2005253490249,14.46,63.458,289,0.57,101858.7
2010-07-23 07:50:00,8.12062571480794,14.47,63.292,473.8,0.59,101873.7
2010-07-23 08:00:00,7.21504705459362,14.52,63.125,529.2,0.61,101888.8
2010-07-23 08:10:00,8.29550776022782,14.62,62.833,608.4,0.63,101901.3
2010-07-23 08:20:00,8.46563051402552,14.52,62.167,557.65,0.65,101906.2
2010-07-23 08:30:00,6.2352066525497,14.77,61.5,540.9,0.67,101911.2
2010-07-23 08:40:00,7.64065023410966,14.84,60.833,587.25,0.7,101916.2
2010-07-23 08:50:00,6.93521463258348,14.79,60.167,633.85,0.72,101921.3
2010-07-23 09:00:00,6.6864218383228,15.02,59.5,585.15,0.74,101926.3
2010-07-23 09:10:00,7.09993133769616,15.07,59.125,505.25,0.76,101931.2
2010-07-23 09:20:00,6.92923891924647,15.11,59.625,511.5,0.78,101936.2
2010-07-23 09:30:00,6.25912941230648,15.21,60.125,422.8,0.8,101941.2
2010-07-23 09:40:00,6.91777681050784,15.16,60.625,359.5,0.82,101946.3
2010-07-23 09:50:00,6.8755503052483,15.16,61.125,443.55,0.84,101951.3
2010-07-23 10:00:00,6.91776394509093,15.17,61.625,429.6,0.86,101956.2
2010-07-23 10:10:00,6.56575128983729,15.23,61.833,476.8,0.88,101962.9
2010-07-23 10:20:00,7.44495587629638,15.18,61.167,462.4,0.89,101974.6
2010-07-23 10:30:00,7.04994538985941,15.15,60.5,437.3,0.9,101986.2
2010-07-23 10:40:00,6.8223919559052,15.16,59.833,407.25,0.9,101997.9
2010-07-23 10:50:00,6.74804653214543,15.16,59.167,370.4,0.91,102009.6
2010-07-23 11:00:00,6.64845282753815,15.21,58.5,466.75,0.92,102021.2
2010-07-23 11:10:00,6.30563787415675,15.14,57.958,520.35,0.92,102029.6
2010-07-23 11:20:00,6.14148271999523,15.3,57.792,721.85,0.93,102027.9
2010-07-23 11:30:00,6.74254847961807,15.43,57.625,844.5,0.94,102026.3
2010-07-23 11:40:00,5.75828099349103,15.39,57.458,731.15,0.94,102024.6
2010-07-23 11:50:00,5.74366686011645,15.4,57.292,678.3,0.95,102022.9
2010-07-23 12:00:00,5.63740516549946,15.54,57.125,668.35,0.96,102021.2
2010-07-23 12:10:00,5.32419871905623,15.77,57.125,690.95,0.96,102019.6
2010-07-23 12:20:00,6.58078847859434,15.87,57.625,739.5,0.97,102017.9
2010-07-23 12:30:00,6.22724794752867,15.93,58.125,579.15,0.98,102016.3
2010-07-23 12:40:00,5.78925245606028,16,58.625,377.1,0.98,102014.6
2010-07-23 12:50:00,5.58280019345131,16.02,59.125,388.7,0.99,102012.9
2010-07-23 13:00:00,6.26463087499974,16,59.625,340.25,1,102011.2
2010-07-23 13:10:00,5.89875792010488,15.82,60.042,334.1,1,102009.6
2010-07-23 13:20:00,6.21656890897222,15.82,60.208,318.7,1,102007.9
2010-07-23 13:30:00,5.54053318733856,15.73,60.375,329.9,1,102006.2
2010-07-23 13:40:00,6.17981391305596,15.65,60.542,323.3,1,102004.6
2010-07-23 13:50:00,6.30656055231376,15.52,60.708,348.6,1,102002.9
2010-07-23 14:00:00,6.59908001163799,15.53,60.875,309.05,1,102001.3
2010-07-23 14:10:00,6.43609641009207,15.54,60.958,325.6,1,101999.2
2010-07-23 14:20:00,6.298646283131,15.54,60.792,342.1,1,101995.8
2010-07-23 14:30:00,6.49127206331702,15.41,60.625,316.65,1,101992.5
2010-07-23 14:40:00,6.21527674363741,15.43,60.458,304.2,1,101989.2
2010-07-23 14:50:00,6.83067229487698,15.43,60.292,292.45,1,101985.8
2010-07-23 15:00:00,6.18272472296802,15.5,60.125,285.6,1,101982.5
2010-07-23 15:10:00,6.38016175343541,15.48,59.917,268.95,1,101979.6
2010-07-23 15:20:00,6.57245197776294,15.38,59.583,294.55,1,101977.9
2010-07-23 15:30:00,6.56419439078399,15.38,59.25,346.5,1,101976.3
2010-07-23 15:40:00,6.20624371097365,15.32,58.917,333.85,1,101974.6
2010-07-23 15:50:00,6.38013612707441,15.31,58.583,279.6,1,101972.9
2010-07-23 16:00:00,5.88433318227308,15.34,58.25,279.6,1,101971.2
2010-07-23 16:10:00,5.12635855164268,15.46,58.167,274.6,1,101970.8
2010-07-23 16:20:00,5.90848347717077,15.38,58.833,266.05,1,101974.2
2010-07-23 16:30:00,6.26476511930016,15.37,59.5,271,1,101977.5
2010-07-23 16:40:00,6.13705605319032,15.44,60.167,256.55,1,101980.8
2010-07-23 16:50:00,6.64752946589934,15.37,60.833,210.05,1,101984.2
2010-07-23 17:00:00,6.1794540211899,15.27,61.5,184.3,1,101987.5
2010-07-23 17:10:00,5.96488725794545,15.39,62.083,171.5,1,101990.4
2010-07-23 17:20:00,5.89668686636827,15.29,62.417,161.2,1,101992.1
2010-07-23 17:30:00,6.12205855901428,15.32,62.75,157.1,1,101993.8
2010-07-23 17:40:00,6.1228661589161,15.21,63.083,138.75,1,101995.4
2010-07-23 17:50:00,6.00072603940557,15.22,63.417,130.6,1,101997.1
2010-07-23 18:00:00,4.6681364590166,15.21,63.75,116.5,1,101998.7
2010-07-23 18:10:00,5.27518160824819,15.23,64,114.5,1,101999.6
2010-07-23 18:20:00,6.07178392237405,15.19,64,100.35,1,101997.9
2010-07-23 18:30:00,6.0790434280403,15.2,64,86.45,1,101996.2
2010-07-23 18:40:00,5.04556607329643,15.19,64,89.65,1,101994.6
2010-07-23 18:50:00,5.00201739301254,15.18,64,120.1,1,101992.9
2010-07-23 19:00:00,4.8898520427514,15.29,64,172.7,1,101991.3
2010-07-23 19:10:00,4.98888143775737,15.46,64.167,184.95,1,101987.5
2010-07-23 19:20:00,5.40929431626714,15.38,64.833,115,0.99,101977.5
2010-07-23 19:30:00,6.02927168072562,15.39,65.5,71.58,0.99,101967.5
2010-07-23 19:40:00,4.86679165364617,15.34,66.167,48.005,0.98,101957.5
2010-07-23 19:50:00,4.55660015801255,15.29,66.833,26.59,0.98,101947.5
2010-07-23 20:00:00,4.64572588515509,15.22,67.5,19.965,0.97,101937.5
2010-07-23 20:10:00,4.16551221340185,15.19,68.083,17.58,0.97,101931.7
2010-07-23 20:20:00,4.44191186315082,15.14,68.417,9.09,0.96,101938.3
2010-07-23 20:30:00,4.30052845589934,15.05,68.75,5.763,0.96,101945
2010-07-23 20:40:00,4.55094550615584,15.01,69.083,3.387,0.95,101951.7
2010-07-23 20:50:00,3.69944887787357,14.99,69.417,1.307,0.95,101958.3
2010-07-23 21:00:00,3.43972324468118,14.94,69.75,0.594,0.94,101965
2010-07-23 21:10:00,3.67471862868438,14.94,70.167,0,0.94,101969.2
2010-07-23 21:20:00,3.3890531125965,14.83,70.833,0,0.93,101965.8
2010-07-23 21:30:00,4.05556062708968,14.67,71.5,0,0.93,101962.5
2010-07-23 21:40:00,4.37498937141566,14.49,72.167,0,0.92,101959.2
2010-07-23 21:50:00,4.27569982575952,14.44,72.833,0,0.92,101955.8
2010-07-23 22:00:00,3.99964610934518,14.35,73.5,0,0.91,101952.5
2010-07-23 22:10:00,3.69851970388154,14.29,74.167,0,0.91,101950.8
2010-07-23 22:20:00,2.85107014996124,14.26,74.833,0,0.9,101954.2
2010-07-23 22:30:00,3.13376849815043,14.17,75.5,0,0.9,101957.5
2010-07-23 22:40:00,2.54342859148827,14.03,76.167,0,0.89,101960.8
2010-07-23 22:50:00,2.95072211500846,13.79,76.833,0,0.89,101964.2
2010-07-23 23:00:00,3.42595636282776,13.66,77.5,0,0.88,101967.5
2010-07-23 23:10:00,3.48216943872638,13.54,78.083,0,0.88,101965.4
2010-07-23 23:20:00,3.59271276335863,13.46,78.417,0,0.87,101947.1
2010-07-23 23:30:00,3.31487707162724,13.43,78.75,0,0.87,101928.7
2010-07-23 23:40:00,3.52260826661155,13.4,79.083,0,0.86,101910.4
2010-07-23 23:50:00,3.63776098720078,13.45,79.417,0,0.85,101892.1
2010-07-24 00:00:00,4.04849465851198,13.5,79.75,0,0.85,101873.7
2010-07-24 00:10:00,3.30339900708346,13.55,80.125,0,0.84,101859.2
2010-07-24 00:20:00,3.55912643776531,13.44,80.625,0,0.84,101855.8
2010-07-24 00:30:00,4.05500197287252,13.23,81.125,0,0.83,101852.5
2010-07-24 00:40:00,3.66519699334156,13.15,81.625,0,0.83,101849.2
2010-07-24 00:50:00,3.87242817880461,13.11,82.125,0,0.82,101845.8
2010-07-24 01:00:00,4.09130553735602,13.07,82.625,0,0.82,101842.5
2010-07-24 01:10:00,4.26549246863712,12.95,83,0,0.81,101839.2
2010-07-24 01:20:00,4.20735558278594,12.91,83,0,0.81,101835.8
2010-07-24 01:30:00,4.05105085132241,12.98,83,0,0.8,101832.5
2010-07-24 01:40:00,3.99036439438806,13,83,0,0.8,101829.2
2010-07-24 01:50:00,4.40693964106612,12.97,83,0,0.79,101825.8
2010-07-24 02:00:00,4.29099172686222,13.02,83,0,0.79,101822.5
2010-07-24 02:10:00,4.62243939927827,12.86,83.083,0,0.78,101820.4
2010-07-24 02:20:00,4.80511082078239,12.77,83.417,0,0.78,101822.1
2010-07-24 02:30:00,4.61855139627135,12.68,83.75,0,0.77,101823.7
2010-07-24 02:40:00,4.31091741976114,12.66,84.083,0,0.77,101825.4
2010-07-24 02:50:00,4.32940180625453,12.68,84.417,0,0.76,101827.1
2010-07-24 03:00:00,4.60358555910499,12.69,84.75,0,0.76,101828.8
2010-07-24 03:10:00,3.96338971084096,12.75,85,0.476,0.75,101827.1
2010-07-24 03:20:00,4.36664047065934,12.89,85,2.436,0.75,101815.4
2010-07-24 03:30:00,4.70054475566396,12.8,85,5.674,0.74,101803.8
2010-07-24 03:40:00,5.28842093634764,12.91,85,12.21,0.74,101792.1
2010-07-24 03:50:00,5.42989732867943,13.04,85,20.795,0.73,101780.4
2010-07-24 04:00:00,5.53814012101536,13.2,85,31.49,0.73,101768.8
2010-07-24 04:10:00,5.62659088614056,13.43,85.042,38.56,0.72,101758.8
2010-07-24 04:20:00,5.01309495222263,13.53,85.208,43.735,0.72,101753.7
2010-07-24 04:30:00,4.20125421749268,13.59,85.375,47.475,0.71,101748.7
2010-07-24 04:40:00,4.45006179732372,13.54,85.542,41.5,0.71,101743.8
2010-07-24 04:50:00,4.26917134816582,13.48,85.708,41.475,0.7,101738.8
2010-07-24 05:00:00,4.62491621545731,13.52,85.875,64.855,0.7,101733.8
2010-07-24 05:10:00,4.84824390888082,13.49,85.917,70.245,0.69,101728.7
2010-07-24 05:20:00,4.72023569326787,13.54,85.583,90.55,0.69,101723.7
